group,log_text,Data Issue,Coding Issue,Configure Issue,Design Flaw,Enviorment Issue,Boundary Condition Missed,Logic Error,Network,Security
group118,"java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [257]: sql syntax error: incorrect syntax near "";"": line 362 col 58 (at pos 15148) Error while validating memory",0,1,0,1,0,0,0,0,0
group119,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@65b5ee90 ,0,1,0,0,0,0,0,0,0
group120,java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [339]: invalid number: not a valid number string 'N/A' (at pos 872) Error while validating memory,0,1,0,1,0,0,0,0,0
group121,Caused by: java.sql.SQLException: Can't get a valid connection from any dbpool! Exception occured when trying to validate report for Throttling.,0,0,0,0,1,0,0,1,0
group122,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@45bcfd38 ,0,1,0,0,0,0,0,0,0
group123,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@5a1d0657 ,0,1,0,0,0,0,0,0,0
group124,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@fe76eea ,0,1,0,0,0,0,0,0,0
group125,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@34726446 ,0,1,0,0,0,0,0,0,0
group126,"java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [257]: sql syntax error: incorrect syntax near "";"": line 376 col 58 (at pos 23712) Error while validating memory",0,1,0,1,0,0,0,0,0
group127,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@2bf6f78a ,0,1,0,0,0,0,0,0,0
group128,"java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [257]: sql syntax error: incorrect syntax near "";"": line 500 col 58 (at pos 34972) Error while validating memory",0,1,0,1,0,0,0,0,0
group129,"java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [257]: sql syntax error: incorrect syntax near "";"": line 202 col 58 (at pos 22495) Error while validating memory",0,1,0,1,0,0,0,0,0
group130,"java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [257]: sql syntax error: incorrect syntax near "";"": line 374 col 58 (at pos 21793) Error while validating memory",0,1,0,1,0,0,0,0,0
group131,"java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [339]: invalid number: not a valid number string 'Posted': type_code=29, index=2 Error while validating memory",0,1,0,1,0,0,0,0,0
group132,"java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [257]: sql syntax error: incorrect syntax near "";"": line 476 col 58 (at pos 22604) Error while validating memory",0,1,0,1,0,0,0,0,0
group133,"java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [257]: sql syntax error: incorrect syntax near "";"": line 440 col 58 (at pos 30665) Error while validating memory",0,1,0,1,0,0,0,0,0
group134,"java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [257]: sql syntax error: incorrect syntax near "";"": line 376 col 58 (at pos 21817) Error while validating memory",0,1,0,1,0,0,0,0,0
group135,"COGeneralServerException [category=InternalError, message=Wrapped Exception: DAOException caught: java.sql.SQLException: javax.resource.ResourceException: IJ000453: Unable to get managed connection for java:/dbPool1, details=[ODataErrorDetail [code=COE0019, message=Wrapped Exception: DAOException caught: java.sql.SQLException: javax.resource.ResourceException: IJ000453: Unable to get managed connection for java:/dbPool1, target=null, severity=null, longTextUrl=null]]]  Fail to process OData request - https://perfverihana-api.hcm.ondemand.com/odata/v4/DevGoalDetail_2003.svc/Goal(2125700)",0,1,0,0,0,0,0,0,0
group136,Caused by: java.sql.SQLException: com.plateausystems.elms.bo.qualification.helper.QualificationDAOImpl_HANA record not found: 76604  SQLException,0,1,1,0,0,0,0,0,0
group137,"Caused by: com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [461]: foreign key constraint violation: ""CAPGEMINIA_PROD_TMS"".""_SYS_TRIGGER_REF_INS_13259423_#0_#"": line 2 col 1025 (at pos 1203): [1299] (range 3) no data found exception: no data found  Exception happened during getting the connection:",0,1,0,1,0,0,0,0,0
group138,"java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [339]: invalid number: not a valid number string 'Etapa de modificaciÃ³n': type_code=29, index=1 Error while validating memory",0,1,0,1,0,0,0,0,0
group139,Exception in executor plan497229202@pc12hdbbc805:30203 while executing pop 21 Error while validating memory,0,1,0,1,0,0,0,0,0
group140,"com.successfactors.sca.ServiceApplicationException: Wrapped Exception: DAOException caught: Exception caught: java.sql.SQLException: companyBean in ParamBean is null, can't get connection can not get template in getPagePermissionsByPlanId: Wrapped exception: ; nested exception is:",0,1,0,1,0,0,0,0,0
group141,"Caused by: com.successfactors.sca.ServiceApplicationException: DAOException caught: Exception caught: java.sql.SQLException: companyBean in ParamBean is null, can't get connection Exception getting template 361",0,1,1,0,0,0,0,0,0
group142,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@16264723  Failed to set auto commit,0,1,0,0,0,0,0,0,0
group143,"java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [339]: invalid number: not a valid number string 'Ù…Ø±Ø­Ù„Ø© Ø§Ù„ØªØ¹Ø¯ÙŠÙ„': type_code=29, index=1 Error while validating memory",0,1,0,1,0,0,0,0,0
group144,"java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [339]: invalid number: not a valid number string 'Pre-Approved': type_code=29, index=1 Error while validating memory",0,1,0,1,0,0,0,0,0
group145,Exception in executor plan343168814@pc02hdbbf902:30203 while executing pop 50 Error while validating memory,0,1,0,1,0,0,0,0,0
group146,"Caused by: java.sql.SQLException: Cannot get Blob Stream for parameters (988214,) with query (select /*fix_suspended*/  content from pa_attachment where attachment_id = ?)  RuntimeException caught while executing service com.successfactors.authentication.service.ValidateUserAccount ""java.sql.SQLException: DataSource hanadbPool1 is null! PAYAddOnVeri,PAYAddOnVeri,2086,qacandrot_PAYAddOnVeri.,qacandrot_PAYAddOnVeri_e.,hanadbPool1,SFV4,en_US,0,null,Sat Sep 03 14:20:07 UTC 2016,Wed Sep 11 01:09:13 UTC 2019,{2, 3, 4, 14, 15, 21, 24, 27, 36, 43, 64, 97, 98, 108, 200, 201, 204, 211, 222, 299, 303, 312, 315, 325, 326, 328, 335, 340, 344, 351, 360, 367, 385, 393, 396, 400, 406, 418, 419, 421, 424, 425, 428, 435, 442, 447, 448, 482, 491, 494, 497, 499, 511, 532, 537, 564, 585, 592, 622, 707, 738, 747, 751, 753, 758},-3396870693738571164,-9195196933375363250,0,null,false,null,null,null,null"" and it has threw up to the caller.",0,1,1,0,0,0,0,0,0
group147,"java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [257]: sql syntax error: incorrect syntax near "";"": line 286 col 58 (at pos 9724) Error while validating memory",0,1,0,1,0,0,0,0,0
group148,"java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [339]: invalid number: not a valid number string 'Approved': type_code=29, index=1 Error while validating memory",0,1,0,1,0,0,0,0,0
group150,java.sql.SQLException: Can't get a valid connection from any dbpool! SQLException when trying to update dbPools by database,0,0,1,0,1,0,0,0,0
group151,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@5b9711bb ,0,1,0,0,0,0,0,0,0
group152,"Caused by: com.sap.db.jdbc.exceptions.SQLIntegrityConstraintViolationExceptionSapDB: [301]: unique constraint violated: Table(PS_CLUSTER_SUBSCRIBER), Index(IX_CLUSTER_SUBSCRIBER_NAME) with error: unique constraint violation for table QA13LP50_BOOT:PS_CLUSTER_SUBSCRIBERen, constraint='$uc_IX_CLUSTER_SUBSCRIBER_NAME$', key value='mo-c09ba1278::47befe7c-5bdc-4dac-ab27-035055f3efdc', pos=0; indexname=IX_CLUSTER_SUBSCRIBER_NAME RuntimeException caught while executing service com.successfactors.todo.service.fioriinbox.internal.GetTodoEntryExtendedById with error ""java.sql.SQLException: companyBean in ParamBean is null, can't get connection"" and exception has threw up to the caller.",0,1,0,1,0,0,0,0,0
group153,"java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [339]: invalid number: not a valid number string 'Deleted': type_code=29, index=1 Error while validating memory",0,1,0,1,0,0,0,0,0
group154,java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [4]: cannot allocate enough memory: please check traces for further information Error while validating memory,0,1,0,1,0,0,0,0,0
group155,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@4254923b ,0,1,0,0,0,0,0,0,0
group156,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@7bdbb9f6 ,0,1,0,0,0,0,0,0,0
group157,"java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [257]: sql syntax error: incorrect syntax near "";"": line 401 col 58 (at pos 30249) Error while validating memory",0,1,0,1,0,0,0,0,0
group158,"Caused by: com.sap.db.jdbc.exceptions.SQLNonTransientConnectionExceptionSapDB: Data receive failed [Read timed out (local port 54098 to address 10.8.52.185 (pc8besub04t.ash.sf.priv), remote port 30215 to address 10.8.54.94 (pc08hdbbq202.ash.sf.priv))]. Exception getting connection to pool dbPool11",0,0,0,0,0,0,0,1,0
group159,"java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [257]: sql syntax error: incorrect syntax near "";"": line 321 col 58 (at pos 18681) Error while validating memory",0,1,0,1,0,0,0,0,0
group160,"java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [257]: sql syntax error: incorrect syntax near "";"": line 124 col 58 (at pos 2962) Error while validating memory",0,1,0,1,0,0,0,0,0
group161,"java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [257]: sql syntax error: incorrect syntax near "";"": line 197 col 58 (at pos 13425) Error while validating memory",0,1,0,1,0,0,0,0,0
group162,java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [260]: invalid column name: T2.ATTACHMENT_ID: line 71 col 8 (at pos 33231) Error while validating memory,0,1,0,1,1,0,0,0,0
group163,"java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [257]: sql syntax error: incorrect syntax near "";"": line 401 col 58 (at pos 25344) Error while validating memory",0,1,0,1,0,0,0,0,0
group164,"java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [257]: sql syntax error: incorrect syntax near "";"": line 376 col 58 (at pos 23720) Error while validating memory",0,1,0,1,0,0,0,0,0
group165,"java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [257]: sql syntax error: incorrect syntax near "";"": line 476 col 58 (at pos 30070) Error while validating memory",0,1,0,1,0,0,0,0,0
group166,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@638dc096 ,0,1,0,0,0,0,0,0,0
group167,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@814ac6a ,0,1,0,0,0,0,0,0,0
group168,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@2fd8613f ,0,1,0,0,0,0,0,0,0
group169,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@3974b9e6 ,0,1,0,0,0,0,0,0,0
group170,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@7cff0100 ,0,1,0,0,0,0,0,0,0
group171,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@253acf49 ,0,1,0,0,0,0,0,0,0
group172,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@5707187b ,0,1,0,0,0,0,0,0,0
group173,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@490b7b6e ,0,1,0,0,0,0,0,0,0
group174,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@6adadf68 ,0,1,0,0,0,0,0,0,0
group175,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@4966bfd4 ,0,1,0,0,0,0,0,0,0
group176,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@5d1362cf ,0,1,0,0,0,0,0,0,0
group177,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@e4d92f3 ,0,1,0,0,0,0,0,0,0
group178,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@4c5ee21a ,0,1,0,0,0,0,0,0,0
group179,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@79a55c2d  Error encountered in getting the metadata,0,1,0,0,0,0,0,0,0
group180,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@7df40ea3  Failed to set auto commit,0,1,0,0,0,0,0,0,0
group181,java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [260]: invalid column name: T9.ATTACHMENT_ID: line 46 col 8 (at pos 1686) Error while validating memory,0,1,0,1,1,0,0,0,0
group182,"java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [257]: sql syntax error: incorrect syntax near "";"": line 133 col 50 (at pos 8521) Error while validating memory",0,1,0,1,0,0,0,0,0
group183,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@5291147e ,0,1,0,0,0,0,0,0,0
group184,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@c83f74d ,0,1,0,0,0,0,0,0,0
group185,"java.sql.SQLException: Could not set statement parameter, index=2, value type=java.sql.Timestamp DAOException retrieving the user SFADMIN",0,1,1,0,0,0,0,0,0
group186,"java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [257]: sql syntax error: incorrect syntax near "";"": line 275 col 50 (at pos 19317) Error while validating memory",0,1,0,1,0,0,0,0,0
group187,"java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [257]: sql syntax error: incorrect syntax near "";"": line 286 col 58 (at pos 9732) Error while validating memory",0,1,0,1,0,0,0,0,0
group188,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@4a9ff96 ,0,1,0,0,0,0,0,0,0
group189,java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: Cannot convert data No to type java.math.BigDecimal. Error while validating memory,0,1,0,1,0,0,0,0,0
group190,"java.sql.SQLException: Cyclic dependency exists. Error while running count (*) com.sap.db.jdbc.exceptions.JDBCDriverException: SAP DBTech JDBC: [257]: sql syntax error: incorrect syntax near "";"": line 437 col 58 (at pos 31789) Error while validating memory",0,1,0,1,0,0,0,0,0
group191,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@12a38821 DB Connection is not valid,0,1,0,0,0,0,0,0,0
group192,"Caused by: java.sql.SQLException: SchedulePriceFormula record not found: scheduleID:null,costVariableID:LearningDeliveryDefaultPublishedPrice  SQLException",0,1,1,0,0,0,0,0,0
group193,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@f999971 ,0,1,0,0,0,0,0,0,0
group194,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@5a24cdb6 ,0,1,0,0,0,0,0,0,0
group195,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@2db2dca2 ,0,1,0,0,0,0,0,0,0
group196,java.sql.SQLException: IJ031040: Connection is not associated with a managed connection: org.jboss.jca.adapters.jdbc.jdk7.WrappedConnectionJDK7@6edf7a74 ,0,1,0,0,0,0,0,0,0
1,"java.lang.IllegalArgumentException: hasAbsencesInPeriod() :Incomplete/Inconsistent input parameters  Error happen when invoke rule function: hasAbsencesInPeriod, root cause: hasAbsencesInPeriod() :Incomplete/Inconsistent input parameters",0,1,0,0,0,1,1,0,0
2,"java.lang.IllegalArgumentException: Illegal string value 'M'.  Legal values are 'O', 'G', 'T', 'R', 'S', 'V', 'F', 'W', 'Q', 'C', 'GM+'. error getting tab permissions",0,1,0,0,0,1,1,0,0
4,Caused by: java.lang.IllegalArgumentException: Object Definition is Null for provided Object Type. Please ensure that the corresponding feature is enabled via Upgrade Center or Provisioning. Event com.successfactors.standardevent.BulkStandardEntityEvent@68b15cdc,1,1,0,0,0,1,1,0,0
5,java.lang.IllegalArgumentException: Object Definition is Null for provided Object Type. Please ensure that the corresponding feature is enabled via Upgrade Center or Provisioning. IrisSubscriber com.successfactors.rcmpublisher.service.subscriber.IrisRCMAssessmentScoreSubscriber threw exception Object Definition is Null for provided Object Type. Please ensure that the corresponding feature is enabled via Upgrade Center or Provisioning.,1,1,0,0,0,1,1,0,0
6,"java.lang.IllegalArgumentException: Mandatory parameters were not supplied.  Error happen when invoke rule function: calculateBalanceForTypes, root cause: Mandatory parameters were not supplied.",1,1,0,0,0,1,1,0,0
7,java.lang.IllegalArgumentException: Start Date [2020-01-01T00:00:00.000+01:00] must be before end date [2018-12-31T00:00:00.000+01:00] ,1,1,0,0,0,1,1,0,0
8,"java.lang.IllegalArgumentException: Start Date Tue May 19 00:00:00 CEST 2020 is after End Date Wed Jan 15 00:00:00 CET 2020  Error happen when invoke rule function: getCalendarDays, root cause: Start Date Tue May 19 00:00:00 CEST 2020 is after End Date Wed Jan 15 00:00:00 CET 2020",1,1,0,0,0,1,1,0,0
9,java.lang.IllegalArgumentException: tracking_data_not_found error getting tab permissions,0,1,0,0,0,1,1,0,0
10,"Caused by: org.odata4j.exceptions.BadRequestException: Illegal DateTime format: 2020-06-9T00:00:00. Please follow the standard DateTime format: datetime'yyyy-mm-ddThh:mm[:ss[.fffffff]]'. Example: datetime'2019-03-01T12:00:00'. For more information, see https://help.sap.com/viewer/d599f15995d348a1b45ba5603e2aba9b/latest/en-US/971f5829b7aa4c9fab04c12f06838683.html.  failed to handle single batch request",1,0,0,0,0,0,0,0,0
